,,,ISO-3 Code,AFG,ALB,DZA,AGO,ATG,ARG,ARM,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BTN,BOL,BIH,BWA,BRA,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CAF,TCD,CHL,CHN,COL,COM,COG,CRI,CIV,HRV,CUB,CYP,CZE,PRK,COD,DNK,DJI,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FJI,FIN,FRA,GAB,GMB,GEO,DEU,GHA,GRC,GRD,GTM,GIN,GNB,GUY,HTI,HND,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LTU,LUX,MDG,MWI,MYS,MDV,MLI,MLT,MRT,MUS,MEX,FSM,MNG,MNE,MAR,MOZ,MMR,NAM,NPL,NLD,NZL,NIC,NER,NGA,NOR,OMN,PAK,PAN,PNG,PRY,PER,PHL,POL,PRT,QAT,KOR,MDA,ROU,RUS,RWA,LCA,VCT,WSM,STP,SAU,SEN,SRB,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,SSD,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TJK,THA,MKD,TLS,TGO,TON,TTO,TUN,TUR,TKM,UGA,UKR,ARE,GBR,TZA,USA,URY,UZB,VUT,VEN,VNM,YEM,ZMB,ZWE,,,
Noncommunicable diseases,Mental and substance use disorders,Drug use disorders,Other drug use disorders,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.1,0.3,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0,0.3,0.0,3.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,,,
Noncommunicable diseases,Mental and substance use disorders,Anxiety disorders,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,
Noncommunicable diseases,Mental and substance use disorders,Eating disorders,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Noncommunicable diseases,Mental and substance use disorders,Autism and Asperger syndrome,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,
Noncommunicable diseases,Mental and substance use disorders,Childhood behavioural disorders,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,
Noncommunicable diseases,Mental and substance use disorders,Childhood behavioural disorders,Attention deficit/hyperactivity syndrome,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,
Noncommunicable diseases,Mental and substance use disorders,Childhood behavioural disorders,Conduct disorder,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,
Noncommunicable diseases,Mental and substance use disorders,Idiopathic intellectual disability,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,
Noncommunicable diseases,Mental and substance use disorders,Other mental and behavioural disorders,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,
Noncommunicable diseases,Neurological conditions,,,3.6,1.1,10.5,4.4,0.0,12.9,1.0,17.5,4.1,1.9,0.1,0.2,16.9,0.1,4.4,11.0,0.0,1.1,0.1,2.1,2.3,0.3,38.3,0.0,4.4,1.7,1.5,1.7,2.7,29.6,0.1,0.9,1.4,5.8,345.1,3.5,0.1,0.5,0.9,3.1,2.1,5.7,0.4,4.4,5.3,9.5,4.9,0.1,2.1,1.7,16.5,1.8,0.1,0.4,0.3,12.5,0.1,10.3,64.1,0.3,0.2,1.8,62.5,2.6,10.9,0.0,1.3,1.1,0.2,0.1,2.0,1.1,4.4,0.3,189.9,38.1,18.3,4.0,3.0,3.0,49.1,0.4,50.0,1.5,4.1,4.6,0.0,0.5,0.4,0.8,0.5,2.6,0.3,0.4,1.8,0.7,0.3,1.7,2.0,5.3,0.1,1.6,0.2,0.4,0.1,10.9,0.0,0.4,0.3,10.8,5.0,15.5,0.3,4.4,18.9,2.8,1.3,1.4,17.9,4.4,0.4,20.8,0.6,0.5,1.4,7.8,5.1,20.2,7.3,0.1,17.5,0.3,3.6,19.3,1.5,0.0,0.0,0.0,0.0,6.0,1.3,3.2,0.0,0.7,0.3,2.5,0.4,0.0,1.1,9.8,1.3,43.0,4.7,6.7,0.1,0.2,10.7,9.0,4.1,1.2,21.1,0.2,0.1,0.7,0.0,0.3,5.7,43.8,0.8,4.1,3.4,0.5,87.6,8.5,328.5,2.0,3.0,0.0,2.1,20.2,3.9,1.4,1.9,,,
Noncommunicable diseases,Neurological conditions,Alzheimer disease and other dementias,,2.1,0.9,9.3,1.3,0.0,10.8,1.0,13.4,2.4,1.6,0.0,0.2,9.9,0.1,4.0,8.2,0.0,0.6,0.1,1.7,1.9,0.1,21.1,0.0,3.8,0.8,0.5,1.3,1.3,23.5,0.1,0.5,0.5,4.0,312.8,1.0,0.0,0.3,0.5,1.1,1.2,4.5,0.3,3.0,4.5,4.5,3.8,0.1,1.8,0.6,14.7,1.6,0.1,0.2,0.1,6.0,0.1,8.9,49.2,0.3,0.1,1.7,41.0,1.7,9.8,0.0,0.3,0.5,0.1,0.0,1.4,0.8,3.4,0.2,126.7,31.3,17.2,3.4,2.2,2.1,36.0,0.2,31.5,1.3,3.4,2.5,0.0,0.5,0.0,0.6,0.3,2.5,0.1,0.2,1.6,0.3,0.2,0.8,1.2,4.8,0.1,0.8,0.1,0.3,0.0,3.7,0.0,0.3,0.3,9.8,1.6,13.1,0.1,3.7,15.1,2.1,1.1,0.8,7.8,3.4,0.4,15.4,0.2,0.3,1.2,7.0,1.0,17.3,5.1,0.1,11.6,0.2,2.0,16.8,0.7,0.0,0.0,0.0,0.0,5.4,0.8,1.7,0.0,0.3,0.0,1.9,0.2,0.0,0.4,4.4,0.6,34.5,4.0,4.8,0.1,0.1,8.9,7.1,3.9,0.6,19.1,0.1,0.1,0.3,0.0,0.1,5.1,37.5,0.6,1.7,2.5,0.3,72.4,3.1,263.9,1.4,0.4,0.0,0.6,16.8,2.8,0.6,0.9,,,
Noncommunicable diseases,Neurological conditions,Parkinson disease,,0.0,0.1,0.1,0.1,0.0,1.0,0.0,1.8,1.0,0.0,0.0,0.0,0.5,0.0,0.1,1.2,0.0,0.0,0.0,0.0,0.2,0.0,3.7,0.0,0.4,0.0,0.0,0.0,0.1,2.4,0.0,0.0,0.0,0.7,9.8,0.2,0.0,0.0,0.1,0.1,0.4,0.5,0.1,0.4,0.1,0.1,0.4,0.0,0.1,0.2,0.2,0.0,0.0,0.0,0.1,0.3,0.0,0.7,6.4,0.0,0.0,0.0,10.1,0.1,0.5,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.4,0.0,4.2,1.2,0.3,0.0,0.4,0.3,6.2,0.1,8.8,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.2,0.1,0.4,0.0,0.2,1.6,0.3,0.0,0.0,0.7,0.4,0.0,0.8,0.1,0.0,0.1,0.2,0.4,0.9,1.0,0.0,3.6,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.6,0.0,0.0,0.1,0.2,0.1,0.0,0.0,0.6,0.0,3.9,0.1,0.1,0.0,0.0,0.7,0.8,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.2,1.4,0.0,0.1,0.1,0.0,6.6,0.2,28.1,0.2,0.0,0.0,0.3,0.5,0.0,0.0,0.0,,,
Noncommunicable diseases,Neurological conditions,Epilepsy,,1.2,0.0,0.7,2.8,0.0,0.3,0.0,0.3,0.1,0.2,0.0,0.0,5.7,0.0,0.1,0.4,0.0,0.4,0.0,0.2,0.1,0.1,2.8,0.0,0.1,0.8,0.9,0.3,1.1,0.3,0.0,0.4,0.7,0.3,12.2,0.7,0.1,0.2,0.1,1.5,0.1,0.1,0.0,0.2,0.4,4.5,0.1,0.1,0.1,0.3,1.1,0.1,0.1,0.2,0.0,5.7,0.0,0.1,1.8,0.1,0.1,0.0,2.9,0.6,0.1,0.0,0.3,0.5,0.1,0.0,0.5,0.1,0.1,0.0,29.7,3.5,0.4,0.3,0.1,0.1,1.0,0.0,1.0,0.1,0.2,1.7,0.0,0.0,0.2,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.7,0.6,0.2,0.0,0.6,0.0,0.1,0.0,1.8,0.0,0.1,0.0,0.5,3.1,1.2,0.1,0.3,0.3,0.1,0.1,0.5,7.4,0.1,0.0,3.1,0.1,0.1,0.1,0.4,1.5,0.7,0.3,0.0,0.5,0.1,0.3,0.6,0.7,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.0,0.3,0.0,0.1,0.0,0.0,0.7,4.0,0.6,0.6,0.4,1.5,0.0,0.1,0.1,0.1,0.1,0.5,0.8,0.0,0.0,0.3,0.0,0.0,0.2,2.8,0.2,2.0,0.4,0.1,1.3,4.9,2.3,0.1,0.9,0.0,0.5,2.2,0.8,0.7,0.8,,,
Noncommunicable diseases,Neurological conditions,Multiple sclerosis,,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.4,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.0,0.0,0.0,1.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,5.0,0.2,0.2,0.0,0.1,0.0,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.1,0.3,0.0,.,.,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,1.5,0.0,4.5,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,,,
Noncommunicable diseases,Neurological conditions,Migraine,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,
Noncommunicable diseases,Neurological conditions,Non-migraine headache,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,
Noncommunicable diseases,Neurological conditions,Other neurological conditions,,0.2,0.1,0.4,0.3,0.0,0.7,0.0,1.8,0.5,0.1,0.0,0.0,0.6,0.0,0.2,1.1,0.0,0.1,0.0,0.1,0.0,0.0,10.3,0.0,0.1,0.1,0.1,0.1,0.2,2.7,0.0,0.0,0.1,0.8,8.9,1.4,0.0,0.0,0.3,0.3,0.4,0.5,0.1,0.6,0.2,0.4,0.5,0.0,0.1,0.5,0.4,0.0,0.0,0.0,0.1,0.5,0.0,0.5,5.9,0.0,0.0,0.0,7.1,0.2,0.4,0.0,0.5,0.1,0.0,0.0,0.1,0.1,0.4,0.0,24.3,1.9,0.2,0.2,0.3,0.4,5.4,0.1,8.6,0.1,0.2,0.3,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.2,0.0,0.1,0.0,0.0,0.1,3.7,0.0,0.0,0.0,0.2,0.2,0.6,0.0,0.2,1.6,0.3,0.0,0.1,1.9,0.4,0.0,1.2,0.2,0.0,0.1,0.2,2.1,0.8,0.8,0.0,1.8,0.1,0.6,1.2,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.0,0.1,0.1,0.2,0.1,0.0,0.1,0.7,0.1,3.8,0.1,0.3,0.0,0.0,0.8,0.7,0.1,0.0,0.7,0.0,0.0,0.1,0.0,0.1,0.2,2.0,0.1,0.2,0.3,0.0,5.8,0.4,29.8,0.3,1.7,0.0,0.6,0.6,0.2,0.1,0.2,,,
Noncommunicable diseases,Sense organ diseases,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,
Noncommunicable diseases,Cardiovascular diseases,,,55.0,11.7,69.3,33.2,0.2,111.9,13.9,42.7,32.7,35.7,0.8,1.0,256.5,1.0,84.6,30.5,0.5,15.2,1.3,16.3,21.4,2.8,354.0,0.4,67.7,21.9,11.2,26.4,32.4,62.3,1.0,8.8,16.2,28.8,4224.1,69.9,1.0,5.7,6.7,41.5,25.6,34.0,2.8,50.8,92.3,80.2,12.2,1.3,20.4,19.2,226.9,9.4,1.3,5.7,7.9,117.4,2.1,19.1,144.3,2.9,2.2,30.7,329.6,45.1,57.2,0.3,14.5,15.4,2.3,2.2,25.0,9.3,60.0,0.7,2474.5,655.3,163.0,55.7,9.0,10.2,221.9,5.8,363.9,10.1,49.8,30.1,0.2,4.2,19.7,11.6,16.7,17.4,3.4,4.7,12.3,23.9,1.2,31.3,16.0,51.8,0.4,21.1,1.4,4.8,2.9,150.0,0.2,8.1,3.7,67.0,32.8,115.0,2.9,51.8,38.6,10.1,7.4,18.6,199.8,11.8,4.3,414.1,5.3,13.3,10.5,35.3,238.3,180.4,31.5,0.8,62.7,26.3,150.4,1225.9,10.8,0.4,0.3,0.4,0.2,39.8,15.8,56.1,0.2,11.1,8.1,21.5,8.0,0.9,9.9,97.5,13.1,113.7,50.7,82.2,1.4,1.8,32.0,20.6,40.7,17.2,139.1,12.1,1.7,9.5,0.2,4.4,26.6,151.8,20.3,32.1,471.9,6.1,146.6,51.7,780.7,9.2,99.7,0.4,51.6,178.1,57.3,12.9,12.8,,,
Noncommunicable diseases,Cardiovascular diseases,Rheumatic heart disease,,0.8,0.0,0.6,1.3,0.0,3.4,0.1,0.4,0.2,0.3,0.0,0.0,2.5,0.0,0.4,0.3,0.0,0.3,0.1,0.3,0.1,0.0,2.3,0.0,0.2,0.7,0.3,0.5,0.6,0.4,0.0,0.2,0.5,0.1,85.6,0.2,0.0,0.1,0.1,0.8,0.2,0.1,0.0,0.3,2.3,2.6,0.1,0.0,0.2,0.1,2.0,0.0,0.0,0.1,0.0,2.0,0.1,0.0,1.7,0.0,0.0,0.5,2.9,0.6,0.2,0.0,0.0,0.3,0.0,0.0,0.6,0.0,0.3,0.0,110.9,5.7,0.3,0.6,0.0,0.1,2.2,0.0,2.7,0.0,0.7,0.5,0.0,0.0,0.2,0.3,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.7,0.3,0.4,0.0,0.5,0.0,0.1,0.0,0.8,0.0,0.1,0.0,0.8,0.6,2.5,0.1,1.9,0.2,0.1,0.0,0.4,3.9,0.0,0.0,15.3,0.0,0.5,0.1,0.4,2.8,1.1,0.2,0.0,0.2,0.1,0.4,4.2,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.0,0.2,0.0,0.1,0.1,0.0,0.3,1.4,0.3,1.5,0.4,1.3,0.0,0.0,0.1,0.1,0.1,0.3,0.6,0.0,0.0,0.2,0.0,0.0,0.2,0.4,0.2,0.8,1.5,0.1,1.0,0.9,3.3,0.0,0.7,0.0,0.1,1.4,0.8,0.2,0.5,,,
Noncommunicable diseases,Cardiovascular diseases,Hypertensive heart disease,,1.8,0.1,4.2,2.9,0.0,5.8,0.6,1.2,2.4,0.6,0.1,0.0,9.4,0.1,0.9,0.6,0.1,0.6,0.1,0.3,0.3,0.3,19.7,0.0,5.6,1.7,1.4,1.4,1.5,1.5,0.0,0.9,0.7,3.1,280.6,4.6,0.1,0.5,0.5,1.7,1.1,1.8,0.2,1.7,5.7,9.4,0.5,0.1,1.3,3.5,8.8,0.5,0.1,0.6,0.6,11.1,0.2,0.8,5.1,0.3,0.1,2.4,20.2,2.6,2.0,0.0,0.7,0.8,0.1,0.2,2.1,0.6,3.5,0.0,160.0,25.9,16.4,2.0,0.2,0.5,16.4,0.7,4.2,1.3,1.1,3.7,0.0,0.3,0.3,0.6,0.6,0.4,0.4,0.2,0.4,0.4,0.0,3.8,2.1,0.6,0.0,1.0,0.0,0.2,0.3,8.6,0.0,0.2,0.0,3.2,3.8,10.2,0.3,2.9,0.9,0.2,0.6,0.9,10.9,0.3,0.1,16.2,0.3,0.7,0.7,0.9,14.8,4.0,1.4,0.0,3.6,1.2,8.7,13.1,1.4,0.0,0.0,0.0,0.0,0.5,0.7,2.7,0.1,0.6,0.6,0.8,0.4,0.1,1.0,11.0,1.5,6.6,2.3,3.0,0.1,0.2,1.5,1.7,0.5,0.6,2.9,0.5,0.1,0.4,0.0,0.3,0.8,11.2,0.6,4.1,4.5,0.1,3.4,5.6,39.4,0.4,10.2,0.0,3.8,8.6,1.7,1.3,0.6,,,
Noncommunicable diseases,Cardiovascular diseases,Ischaemic heart disease,,30.1,5.5,33.8,10.8,0.1,60.1,9.1,23.2,19.3,25.0,0.4,0.7,112.8,0.4,60.3,15.2,0.2,6.4,0.8,7.9,8.5,1.1,164.6,0.2,34.0,9.9,3.2,12.5,12.2,37.9,0.4,2.7,5.9,11.8,1597.2,41.3,0.3,2.2,3.8,16.6,14.5,19.5,1.6,33.6,30.6,24.1,5.4,0.4,11.5,8.3,126.3,6.3,0.5,1.7,5.5,46.9,1.2,11.0,62.9,1.1,0.9,16.3,184.5,18.6,30.4,0.1,8.3,6.2,1.0,1.1,10.6,5.5,38.1,0.4,1446.9,259.7,89.1,32.6,5.2,5.0,108.9,2.0,155.8,5.2,29.8,7.8,0.1,2.7,13.4,5.8,9.7,12.5,1.3,2.0,7.4,16.1,0.6,8.6,6.0,30.6,0.3,8.4,1.0,2.1,1.7,94.7,0.1,4.2,1.5,34.4,9.4,30.3,1.3,30.6,18.7,5.7,4.2,7.7,76.4,6.1,2.4,265.1,2.7,6.0,5.1,20.0,122.9,105.5,12.3,0.5,25.0,17.5,85.6,697.1,3.5,0.1,0.1,0.2,0.1,23.6,6.3,20.0,0.1,4.5,4.9,14.1,4.0,0.4,2.8,40.7,4.1,53.1,28.6,43.4,0.6,0.7,17.2,11.4,26.4,10.4,63.2,3.7,0.8,3.9,0.1,2.4,11.9,81.0,13.2,8.4,346.2,3.7,75.4,19.1,479.2,4.2,63.2,0.2,31.4,58.5,32.0,5.2,4.8,,,
